nivel_satisfacao,ultima_avaliacao,numero_projetos,media_horas_mensais,tempo_empresa,acidente_trabalho,saiu,promocao_ultimos_5anos,departamento,salario
0.82,0.59,5,239,3,0,0,0,suporte,baixo
0.2,0.65,4,265,4,0,1,0,produto,medio
0.71,0.66,3,237,2,0,0,0,financeiro,medio
0.45,0.62,6,257,8,0,1,0,financeiro,baixo
0.8,0.65,3,209,3,0,0,0,suporte,baixo
0.26,0.65,4,277,5,0,1,0,TI,baixo
0.71,0.78,3,149,5,0,0,0,tecnico,medio
0.76,0.6,3,187,5,0,0,0,suporte,baixo
0.88,0.67,3,192,2,1,0,0,financeiro,baixo
0.17,0.58,7,186,5,0,1,0,administrativo,alto
0.78,0.74,4,243,7,0,0,0,financeiro,medio
0.69,0.55,3,193,5,0,0,0,vendas,medio
0.75,0.7,2,193,6,0,0,0,RH,medio
0.27,0.65,4,290,4,0,1,0,administrativo,baixo
0.87,0.62,6,219,3,0,0,0,tecnico,alto
0.43,0.72,5,178,7,0,1,0,suporte,alto
0.13,0.49,6,182,2,0,1,0,marketing,medio
0.86,0.7,3,236,10,1,0,0,suporte,baixo
0.48,0.43,3,183,5,0,0,0,gerenciamento,baixo
0.75,0.58,4,225,6,0,0,0,tecnico,baixo
0.88,0.54,6,249,4,0,0,0,produto,medio
0.73,0.68,3,234,3,1,0,0,marketing,baixo
0.7,0.71,4,191,4,0,0,1,suporte,medio
0.7,0.72,4,205,5,0,0,0,RH,medio
0.9,0.69,4,212,3,0,0,1,suporte,baixo
0.66,0.57,6,177,2,1,0,0,tecnico,medio
0.34,0.67,7,223,7,0,1,0,vendas,baixo
0.38,0.73,3,301,3,0,1,0,tecnico,medio
0.78,0.69,5,228,5,0,0,0,produto,baixo
0.22,0.55,3,299,4,0,1,0,administrativo,baixo
0.7,0.71,5,161,6,1,0,0,vendas,baixo
0.77,0.72,2,218,3,0,0,0,tecnico,alto
0.55,0.54,3,211,6,1,0,0,vendas,medio
0.77,0.6,6,202,4,0,0,0,produto,baixo
0.16,0.7,3,272,4,0,1,0,gerenciamento,baixo
0.69,0.83,5,207,4,0,0,0,TI,medio
0.81,0.75,3,205,2,0,0,0,TI,baixo
0.78,0.72,4,146,8,0,0,0,suporte,alto
0.74,0.51,4,188,3,0,0,0,vendas,alto
0.88,0.62,4,241,4,1,0,0,produto,medio
0.81,0.65,5,225,5,1,0,0,suporte,alto
0.6,0.69,3,183,4,0,0,0,TI,baixo
0.18,0.6,5,210,4,0,1,0,financeiro,baixo
0.14,0.43,3,231,3,0,1,0,marketing,baixo
0.9,0.68,3,214,3,0,0,0,marketing,baixo
0.24,0.68,7,175,4,0,1,0,administrativo,alto
0.81,0.64,3,169,5,0,0,0,gerenciamento,baixo
0.84,0.57,5,174,4,0,0,0,suporte,medio
0.73,0.75,5,191,4,0,0,0,vendas,medio
0.85,0.62,5,149,7,0,0,0,tecnico,baixo
0.35,0.69,5,251,7,0,1,0,marketing,baixo
0.73,0.61,6,219,4,0,0,0,vendas,baixo
0.94,0.72,6,217,3,0,0,0,vendas,baixo
0.7,0.74,4,181,4,1,0,0,vendas,medio
0.69,0.51,5,194,4,0,0,0,produto,baixo
0.27,0.69,3,229,8,0,1,0,suporte,medio
0.87,0.61,6,196,6,0,0,0,tecnico,medio
0.88,0.79,6,222,5,0,0,0,vendas,baixo
0.77,0.71,3,200,5,0,0,0,produto,baixo
0.9,0.52,6,163,4,0,0,0,tecnico,medio
0.92,0.79,3,193,6,0,0,0,vendas,baixo
0.86,0.57,3,240,4,0,0,0,TI,baixo
0.85,0.79,6,262,2,0,0,0,suporte,medio
0.82,0.69,6,218,2,0,0,0,tecnico,alto
0.63,0.46,3,310,3,0,1,0,TI,medio
0.31,0.57,4,180,4,0,1,0,vendas,baixo
0.85,0.75,3,242,6,0,0,0,marketing,medio
0.88,0.73,3,231,3,0,0,0,vendas,baixo
0.87,0.67,5,199,4,0,0,0,vendas,alto
0.39,0.73,3,239,3,0,1,0,marketing,baixo
0.67,0.57,5,205,5,0,0,0,produto,baixo
0.82,0.72,6,180,5,1,0,0,vendas,medio
0.84,0.61,3,200,3,0,0,0,vendas,alto
0.88,0.69,6,182,2,0,0,0,RH,medio
0.67,0.56,3,157,7,1,0,0,marketing,baixo
0.88,0.52,4,241,6,0,0,0,tecnico,baixo
0.78,0.61,4,207,6,0,0,0,TI,medio
0.87,0.75,4,191,4,0,0,0,vendas,medio
0.66,0.54,3,183,4,1,0,0,suporte,baixo
0.87,0.52,3,156,2,0,0,0,vendas,baixo
0.48,0.63,3,197,2,1,0,0,tecnico,medio
0.78,0.58,3,179,4,1,0,0,vendas,medio
0.73,0.53,4,238,5,0,0,0,suporte,medio
0.86,0.58,4,123,3,0,0,0,tecnico,baixo
0.42,0.85,4,221,5,0,1,0,tecnico,medio
0.82,0.69,3,183,2,0,0,0,vendas,alto
0.79,0.76,4,256,5,0,0,0,tecnico,baixo
0.81,0.76,3,201,7,0,0,0,marketing,medio
0.79,0.67,3,191,5,1,0,0,tecnico,baixo
0.69,0.64,4,269,4,0,0,0,produto,baixo
0.57,0.62,4,229,5,1,0,0,tecnico,medio
0.91,0.56,3,212,4,1,0,0,tecnico,medio
0.09,0.61,3,246,4,0,1,0,suporte,medio
0.76,0.69,5,190,3,0,0,0,administrativo,baixo
0.48,0.55,2,284,5,1,1,0,vendas,baixo
0.27,0.76,3,218,4,0,1,0,vendas,medio
0.83,0.71,6,225,2,1,0,0,suporte,baixo
0.21,0.65,3,172,2,0,1,0,administrativo,medio
0.72,0.48,4,169,5,1,0,0,gerenciamento,baixo
0.18,0.56,2,243,3,0,1,0,suporte,alto
0.76,0.57,6,181,2,1,0,0,suporte,medio
0.89,0.58,2,178,4,0,0,0,TI,baixo
0.85,0.6,3,158,3,0,0,0,suporte,medio
0.69,0.6,4,202,6,0,0,0,TI,baixo
0.64,0.48,3,166,4,1,0,0,financeiro,baixo
0.67,0.64,3,303,3,1,0,0,produto,baixo
0.66,0.79,3,263,3,0,0,0,suporte,medio
0.8,0.77,6,170,2,0,0,0,suporte,baixo
0.6,0.73,4,199,4,0,0,0,TI,medio
0.65,0.62,3,243,3,0,0,0,tecnico,baixo
0.14,0.69,5,206,4,0,1,0,tecnico,baixo
0.58,0.59,3,181,3,0,0,0,vendas,medio
0.26,0.66,4,249,3,0,1,0,vendas,medio
0.86,0.55,2,157,2,0,0,0,suporte,medio
0.8,0.65,4,171,4,1,0,0,RH,medio
0.77,0.61,5,192,6,1,0,0,tecnico,medio
0.58,0.7,5,195,2,0,1,0,suporte,baixo
0.71,0.76,3,195,10,0,0,0,tecnico,baixo
0.62,0.77,3,216,7,0,0,0,vendas,medio
0.52,0.64,2,176,3,0,0,0,gerenciamento,medio
0.16,0.86,5,228,4,0,1,0,RH,medio
0.73,0.58,3,218,6,0,0,0,vendas,medio
0.8,0.68,4,245,6,0,0,0,produto,baixo
0.86,0.66,5,202,4,0,0,0,tecnico,baixo
0.75,0.55,3,133,5,1,0,0,gerenciamento,medio
0.86,0.64,4,224,2,0,0,0,tecnico,baixo
0.56,0.6,4,198,4,0,0,0,vendas,baixo
0.89,0.62,5,218,2,0,0,0,suporte,medio
0.27,0.76,4,255,4,0,1,0,RH,baixo
0.62,0.67,7,249,5,0,0,0,vendas,medio
0.15,0.59,3,293,3,0,1,0,produto,baixo
0.17,0.69,5,297,3,0,1,0,vendas,alto
0.69,0.56,4,206,2,0,0,0,administrativo,medio
0.44,0.53,7,189,6,1,0,0,vendas,baixo
0.84,0.68,3,164,3,0,0,0,administrativo,baixo
0.31,0.54,6,249,4,0,1,0,suporte,baixo
0.83,0.51,2,164,4,0,0,0,tecnico,medio
0.74,0.75,3,172,5,0,0,0,gerenciamento,baixo
0.74,0.59,3,96,5,1,0,1,gerenciamento,baixo
0.76,0.63,4,200,5,0,0,0,TI,baixo
0.64,0.56,4,205,4,0,0,0,vendas,medio
0.88,0.6,3,217,3,0,0,0,suporte,medio
0.85,0.64,3,208,4,0,0,0,suporte,medio
0.74,0.6,3,222,2,0,0,0,suporte,medio
0.72,0.74,4,167,3,1,0,0,suporte,baixo
0.72,0.61,3,148,7,0,0,0,vendas,medio
0.8,0.54,2,248,4,0,0,0,produto,baixo
0.68,0.53,3,233,3,0,0,0,produto,medio
0.27,0.63,6,278,3,0,1,0,vendas,medio
0.64,0.72,3,192,5,0,0,0,suporte,baixo
0.55,0.67,4,212,2,0,0,0,suporte,baixo
0.81,0.56,6,176,3,0,0,0,TI,medio
0.87,0.52,4,284,4,0,0,0,vendas,baixo
0.63,0.69,5,242,7,0,0,0,TI,baixo
0.84,0.74,4,212,6,1,0,0,tecnico,alto
0.13,0.74,6,268,5,0,1,0,suporte,medio
0.78,0.56,6,219,7,0,0,0,marketing,medio
0.88,0.5,4,153,4,0,0,0,produto,medio
0.68,0.7,2,150,7,0,0,0,vendas,baixo
0.85,0.57,3,162,4,0,0,0,suporte,baixo
0.72,0.61,3,219,2,0,0,0,gerenciamento,medio
0.56,0.77,4,202,3,0,0,0,vendas,medio
0.74,0.65,6,146,8,0,0,0,RH,baixo
0.84,0.62,5,186,6,0,0,0,produto,baixo
0.76,0.54,4,188,3,0,0,0,marketing,baixo
0.69,0.7,3,150,3,0,0,0,tecnico,medio
0.79,0.74,4,215,6,0,0,0,tecnico,baixo
0.64,0.6,4,223,4,0,0,0,financeiro,alto
0.31,0.52,6,227,4,0,1,0,tecnico,alto
0.77,0.54,4,222,5,1,0,0,vendas,medio
0.6,0.62,5,192,6,1,0,0,suporte,medio
0.56,0.65,3,146,4,0,0,0,vendas,baixo
0.22,0.53,6,256,4,0,1,0,marketing,baixo
0.09,0.91,3,274,2,0,1,0,TI,medio
0.85,0.54,4,259,6,0,0,0,financeiro,baixo
0.22,0.76,2,193,3,0,1,0,marketing,baixo
0.68,0.53,4,232,4,0,0,0,vendas,medio
0.81,0.59,2,188,3,0,0,0,tecnico,baixo
0.09,0.74,4,214,6,0,1,0,marketing,medio
0.34,0.72,4,310,4,0,1,0,tecnico,baixo
0.79,0.61,5,177,6,0,0,0,gerenciamento,baixo
0.77,0.58,4,231,2,0,0,0,produto,baixo
0.74,0.7,4,162,4,0,0,0,vendas,alto
0.84,0.6,2,137,5,0,0,1,financeiro,medio
0.36,0.52,4,243,4,0,1,0,vendas,baixo
0.88,0.77,4,172,5,0,0,0,vendas,baixo
0.86,0.61,4,163,2,1,0,0,produto,alto
0.91,0.66,5,189,5,0,0,0,financeiro,baixo
0.75,0.72,4,221,7,0,0,0,suporte,baixo
0.58,0.72,3,145,6,0,0,0,tecnico,baixo
0.91,0.67,6,179,4,1,0,0,tecnico,medio
0.13,0.59,4,241,8,0,1,0,tecnico,baixo
0.29,0.77,2,283,5,0,1,0,tecnico,baixo
0.78,0.69,2,162,2,1,0,0,vendas,medio
0.28,0.76,6,139,2,0,1,0,TI,baixo
0.1,0.71,5,310,6,0,1,0,financeiro,medio
0.28,0.53,2,215,5,0,1,0,tecnico,medio
0.62,0.74,3,237,4,0,0,0,vendas,medio
0.69,0.76,4,234,3,0,0,0,RH,baixo
0.67,0.75,3,174,4,0,0,0,produto,medio
0.77,0.78,3,202,2,0,0,0,administrativo,baixo
0.84,0.63,3,260,3,0,0,0,vendas,baixo
0.52,0.59,7,149,2,0,0,0,vendas,medio
0.7,0.66,5,203,4,0,0,0,suporte,medio
0.74,0.57,4,159,6,0,0,0,TI,baixo
0.87,0.69,4,251,4,0,0,0,suporte,baixo
0.7,0.67,3,244,5,0,0,0,suporte,baixo
0.15,0.84,4,253,6,0,1,0,vendas,medio
0.36,0.71,5,213,5,0,1,0,suporte,medio
0.25,0.5,3,279,2,0,1,0,TI,medio
0.27,0.6,4,299,2,0,1,0,tecnico,medio
0.83,0.75,4,227,4,0,0,0,TI,medio
0.44,0.75,3,310,3,0,1,0,tecnico,baixo
0.51,0.64,3,188,3,0,0,0,tecnico,baixo
0.72,0.79,3,159,5,0,0,0,tecnico,medio
0.93,0.73,6,191,3,0,0,0,tecnico,baixo
0.86,0.6,6,235,4,0,0,0,vendas,baixo
0.6,0.58,4,186,4,1,0,0,TI,baixo
0.74,0.52,5,188,4,0,0,0,RH,medio
0.41,0.66,2,236,5,0,1,0,tecnico,baixo
0.82,0.73,3,179,3,0,0,0,vendas,baixo
0.77,0.59,4,199,4,0,0,0,gerenciamento,medio
0.38,0.7,3,289,6,0,1,0,vendas,baixo
0.86,0.53,3,211,5,0,0,0,vendas,alto
0.81,0.5,4,224,3,1,0,0,tecnico,baixo
0.75,0.78,4,210,4,0,0,0,produto,medio
0.83,0.73,3,279,4,0,0,0,tecnico,baixo
0.69,0.53,2,201,3,0,0,0,suporte,medio
0.16,0.67,4,223,3,0,1,0,tecnico,medio
0.79,0.62,4,166,6,0,0,0,vendas,medio
0.79,0.6,6,186,7,0,0,0,tecnico,medio
0.28,0.56,2,224,2,0,1,0,produto,baixo
0.66,0.55,4,206,4,0,0,0,TI,alto
0.8,0.86,6,149,5,1,0,0,vendas,medio
0.77,0.75,4,185,2,0,0,1,vendas,medio
0.69,0.65,4,152,2,0,0,0,TI,medio
0.73,0.59,3,134,4,0,0,0,RH,baixo
0.74,0.68,4,203,3,0,0,0,tecnico,medio
0.75,0.59,3,178,2,0,0,0,suporte,baixo
0.2,0.54,5,310,4,0,1,0,vendas,medio
0.85,0.66,3,152,3,0,0,0,tecnico,baixo
0.82,0.57,4,188,4,0,0,0,vendas,baixo
0.62,0.61,3,248,3,0,0,0,marketing,alto
0.79,0.77,3,197,8,0,0,0,tecnico,medio
0.79,0.69,5,184,3,0,0,0,RH,medio
0.9,0.5,3,243,4,0,0,0,produto,medio
0.19,0.76,2,217,5,0,1,0,RH,medio
0.85,0.68,3,224,7,0,0,0,tecnico,medio
0.69,0.67,6,163,3,0,0,0,vendas,baixo
0.81,0.58,3,232,5,0,0,0,gerenciamento,medio
0.62,0.68,5,180,5,0,0,0,produto,medio
0.71,0.72,7,213,8,0,0,0,RH,medio
0.85,0.74,5,220,3,0,0,0,vendas,alto
0.83,0.78,3,167,5,0,0,0,tecnico,medio
0.71,0.81,3,165,4,0,0,0,produto,baixo
0.16,0.68,4,267,2,0,1,0,vendas,alto
0.25,0.58,7,305,3,0,1,0,suporte,baixo
0.16,0.59,3,279,3,0,1,0,tecnico,medio
0.27,0.5,5,310,3,1,1,0,vendas,baixo
0.75,0.69,5,176,5,0,0,0,vendas,medio
0.29,0.63,7,189,3,0,1,0,tecnico,medio
0.67,0.42,3,152,7,0,0,0,vendas,medio
0.31,0.78,3,292,4,0,1,0,TI,medio
0.16,0.71,5,310,6,1,1,0,vendas,baixo
0.81,0.74,4,164,2,1,0,0,vendas,medio
0.2,0.73,3,229,5,0,1,0,financeiro,medio
0.73,0.63,3,190,4,0,0,0,suporte,baixo
0.76,0.61,4,153,3,0,0,0,tecnico,baixo
0.69,0.65,3,176,3,1,0,0,produto,baixo
0.84,0.68,3,201,5,0,0,0,administrativo,alto
0.73,0.6,5,204,2,0,0,0,vendas,medio
0.63,0.76,3,237,3,0,0,0,tecnico,alto
0.2,0.62,2,242,2,0,1,0,TI,medio
0.92,0.77,3,236,6,1,0,0,tecnico,baixo
0.25,0.73,5,260,6,0,1,0,marketing,medio
0.34,0.73,3,310,5,0,1,0,gerenciamento,baixo
0.41,0.87,2,244,4,0,1,0,administrativo,baixo
0.17,0.68,6,228,4,0,1,0,vendas,baixo
0.73,0.59,5,170,2,0,0,0,vendas,baixo
0.31,0.73,2,220,4,0,1,0,gerenciamento,baixo
0.88,0.54,5,226,6,0,0,0,tecnico,baixo
0.58,0.6,4,175,4,0,0,0,vendas,baixo
0.85,0.78,6,201,5,0,0,0,produto,baixo
0.58,0.6,3,222,4,0,0,0,tecnico,medio
0.78,0.65,3,114,6,0,0,0,vendas,baixo
0.75,0.66,2,276,2,0,0,0,financeiro,baixo
0.82,0.74,4,223,3,0,0,0,vendas,baixo
0.7,0.61,4,195,3,0,0,0,vendas,medio
0.94,0.72,4,239,7,0,0,0,vendas,medio
0.19,0.88,5,295,3,0,1,0,suporte,medio
0.84,0.64,6,145,4,0,0,0,vendas,medio
0.81,0.58,2,207,2,0,0,0,suporte,baixo
0.9,0.78,5,176,5,0,0,0,TI,baixo
0.86,0.63,3,227,6,0,0,0,RH,baixo
0.25,0.75,3,287,3,0,1,0,vendas,alto
0.9,0.63,3,145,5,0,0,0,RH,medio
0.83,0.65,3,237,7,0,0,0,vendas,baixo
0.79,0.69,4,164,5,0,0,0,TI,baixo
0.71,0.58,4,186,2,0,0,1,tecnico,baixo
0.26,0.72,7,244,3,0,1,0,vendas,baixo
0.92,0.53,5,188,3,0,0,0,produto,medio
0.76,0.72,4,230,5,1,0,0,vendas,medio
0.82,0.61,4,202,4,1,0,0,vendas,medio
0.8,0.7,4,179,5,0,0,0,tecnico,baixo
0.74,0.78,4,173,3,1,0,0,TI,baixo
0.76,0.56,6,206,3,0,0,0,vendas,medio
0.77,0.7,4,184,2,0,0,0,vendas,medio
0.76,0.68,2,125,4,0,0,1,vendas,baixo
0.78,0.57,4,166,3,1,0,0,suporte,medio
0.09,0.61,4,277,4,0,1,0,tecnico,medio
0.49,0.59,4,267,3,0,1,0,vendas,baixo
0.9,0.67,4,96,3,0,0,0,vendas,medio
0.83,0.63,4,188,5,0,0,0,tecnico,baixo
0.73,0.55,5,219,3,0,0,0,marketing,medio
0.75,0.77,3,196,5,0,0,0,produto,baixo
0.63,0.61,6,227,3,0,0,0,financeiro,medio
0.22,0.65,5,274,3,0,1,0,vendas,baixo
0.09,0.61,3,234,8,0,1,0,gerenciamento,baixo
0.83,0.8,4,265,7,0,0,0,tecnico,medio
0.36,0.71,4,143,4,0,0,0,gerenciamento,medio
0.18,0.69,3,310,3,0,1,0,vendas,medio
0.67,0.69,3,230,4,0,0,0,suporte,medio
0.84,0.66,6,210,8,0,0,0,tecnico,medio
0.68,0.61,4,153,5,1,0,0,tecnico,medio
0.83,0.59,3,266,5,0,0,0,RH,baixo
0.42,0.55,2,222,2,0,0,0,produto,baixo
0.45,0.76,4,210,6,0,0,1,gerenciamento,baixo
0.18,0.73,3,267,5,0,1,0,TI,baixo
0.92,0.61,7,164,2,0,0,0,suporte,baixo
0.88,0.52,3,178,3,0,0,0,vendas,alto
0.91,0.74,3,233,2,0,0,0,gerenciamento,medio
0.88,0.56,4,158,3,0,0,0,suporte,alto
0.68,0.76,4,165,6,0,0,0,produto,alto
0.64,0.84,3,163,4,0,0,0,tecnico,baixo
0.35,0.62,5,253,3,0,1,0,suporte,baixo
0.7,0.59,4,242,7,0,0,0,administrativo,medio
0.31,0.74,4,239,5,0,1,0,vendas,medio
0.76,0.79,6,209,8,0,0,0,tecnico,baixo
0.78,0.66,5,111,3,0,0,0,vendas,medio
0.72,0.73,3,198,5,1,0,0,marketing,baixo
0.64,0.77,4,168,8,0,0,0,vendas,baixo
0.53,0.65,3,158,2,0,0,0,vendas,baixo
0.82,0.64,2,214,2,1,0,0,tecnico,baixo
0.86,0.66,4,194,3,0,0,0,suporte,medio
0.11,0.64,3,257,3,0,1,0,tecnico,baixo
0.33,0.69,2,184,4,0,1,0,vendas,alto
0.51,0.84,6,185,5,0,1,0,gerenciamento,baixo
0.88,0.52,5,241,3,0,0,0,administrativo,alto
0.15,0.66,4,209,3,0,1,0,tecnico,medio
0.8,0.75,6,231,3,0,0,0,produto,medio
0.85,0.69,3,232,3,0,0,0,suporte,baixo
0.73,0.49,3,253,5,0,0,0,vendas,medio
0.68,0.75,4,104,5,0,0,0,vendas,medio
0.9,0.68,4,167,4,0,0,0,suporte,baixo
0.74,0.65,3,208,6,0,0,0,tecnico,baixo
0.17,0.73,7,231,4,0,1,0,tecnico,baixo
0.84,0.55,4,252,7,0,0,0,RH,baixo
0.86,0.73,4,212,5,0,0,0,suporte,baixo
0.72,0.71,3,233,4,1,0,0,TI,medio
0.18,0.66,4,217,5,0,1,0,vendas,baixo
0.92,0.66,4,188,4,0,0,0,suporte,medio
0.77,0.73,4,240,2,0,0,0,tecnico,medio
0.17,0.58,3,169,5,0,1,0,suporte,medio
0.24,0.58,3,203,3,0,1,0,marketing,baixo
0.9,0.54,3,270,4,0,0,0,marketing,medio
0.54,0.67,4,219,4,0,0,0,tecnico,baixo
0.3,0.83,4,192,5,0,1,0,produto,baixo
0.62,0.65,4,174,7,0,0,0,administrativo,baixo
0.8,0.6,5,192,8,0,0,0,TI,alto
0.15,0.79,3,252,2,0,1,0,vendas,medio
0.8,0.56,4,219,2,0,0,0,TI,baixo
0.8,0.54,4,280,2,0,0,0,vendas,baixo
0.86,0.64,5,250,4,0,0,0,financeiro,baixo
0.91,0.62,3,223,3,0,0,0,suporte,alto
0.86,0.71,3,216,5,0,0,0,tecnico,alto
0.19,0.64,5,291,3,0,1,0,vendas,baixo
0.61,0.59,4,222,6,0,0,0,tecnico,baixo
0.66,0.69,3,204,3,0,0,0,financeiro,medio
0.69,0.74,3,190,6,1,0,0,vendas,baixo
0.82,0.67,3,185,4,1,0,0,suporte,baixo
0.1,0.64,7,259,5,0,1,0,administrativo,medio
0.66,0.49,3,167,4,0,0,0,tecnico,baixo
0.66,0.81,3,231,3,0,0,1,tecnico,medio
0.86,0.71,5,247,3,0,0,0,suporte,baixo
0.41,0.58,4,206,3,0,0,0,suporte,medio
0.88,0.5,4,208,3,1,0,0,vendas,medio
0.74,0.74,2,160,2,0,0,0,vendas,medio
0.19,0.62,4,264,5,0,1,0,TI,medio
0.87,0.58,4,215,4,0,0,0,administrativo,baixo
0.87,0.53,4,226,3,0,0,0,vendas,baixo
0.86,0.63,4,222,3,0,0,0,vendas,baixo
0.45,0.64,3,298,4,0,1,0,tecnico,baixo
0.67,0.56,4,174,3,0,0,0,RH,baixo
0.77,0.71,3,182,3,1,0,0,vendas,medio
0.68,0.63,3,136,4,0,0,0,financeiro,baixo
0.86,0.59,5,171,4,0,0,0,vendas,baixo
0.37,0.71,4,198,3,0,1,0,administrativo,medio
0.64,0.53,4,201,2,0,0,0,suporte,medio
0.73,0.73,3,219,2,0,0,0,TI,baixo
0.32,0.64,5,300,2,0,1,0,tecnico,baixo
0.27,0.77,3,247,4,0,1,0,marketing,baixo
0.09,0.84,6,293,5,0,1,0,vendas,baixo
0.76,0.65,3,222,4,0,0,0,vendas,medio
0.56,0.6,5,221,6,0,0,0,tecnico,baixo
0.54,0.74,4,154,3,0,0,0,RH,medio
0.91,0.64,3,145,7,0,0,0,marketing,alto
0.94,0.66,4,195,4,0,0,0,suporte,medio
0.81,0.8,2,200,4,0,0,0,suporte,baixo
0.77,0.55,4,213,6,0,0,0,vendas,medio
0.74,0.66,3,210,3,1,0,0,RH,medio
0.17,0.74,3,285,3,1,1,0,marketing,medio
0.83,0.5,4,189,4,0,0,0,TI,medio
0.19,0.66,3,172,5,0,1,0,suporte,medio
0.88,0.72,3,168,2,1,0,0,gerenciamento,medio
0.89,0.54,6,231,2,0,0,0,financeiro,alto
0.89,0.46,3,169,2,0,0,0,TI,medio
0.78,0.69,4,247,5,0,0,0,tecnico,medio
0.91,0.64,2,247,2,0,0,0,TI,medio
0.67,0.67,6,216,7,1,0,0,suporte,medio
0.57,0.62,4,189,2,1,0,0,tecnico,medio
0.89,0.73,6,178,5,0,0,0,tecnico,baixo
0.69,0.62,4,240,6,0,0,0,tecnico,medio
0.69,0.71,2,211,2,0,0,0,suporte,medio
0.28,0.48,2,247,2,0,1,0,tecnico,medio
0.11,0.66,2,310,5,0,1,0,vendas,medio
0.57,0.56,3,160,6,0,0,0,marketing,baixo
0.49,0.78,3,259,4,0,0,0,suporte,baixo
0.79,0.67,3,183,3,0,0,0,vendas,medio
0.44,0.64,4,273,4,0,1,0,tecnico,alto
0.88,0.62,3,188,4,0,0,0,financeiro,baixo
0.84,0.7,3,216,4,0,0,0,marketing,medio
0.21,0.71,4,289,4,0,1,0,tecnico,medio
0.63,0.72,4,242,4,0,0,0,administrativo,medio
0.11,0.72,2,230,4,0,1,0,vendas,medio
0.73,0.48,4,249,4,0,0,0,gerenciamento,baixo
0.85,0.71,3,210,4,0,0,0,vendas,medio
0.7,0.56,3,220,3,0,0,0,vendas,medio
0.18,0.52,3,308,4,0,1,0,tecnico,medio
0.3,0.62,4,286,3,0,1,0,tecnico,medio
0.67,0.77,4,194,2,0,0,0,suporte,baixo
0.88,0.66,6,163,3,0,0,0,marketing,alto
0.85,0.58,4,174,4,1,0,0,RH,medio
0.24,0.72,2,247,4,0,1,0,tecnico,medio
0.83,0.69,6,190,5,1,0,0,tecnico,alto
0.76,0.67,2,176,4,0,0,0,vendas,medio
0.55,0.76,4,160,8,0,0,0,vendas,medio
0.35,0.72,4,264,2,0,1,0,TI,medio
0.83,0.77,4,237,3,0,0,0,vendas,medio
0.71,0.67,6,150,2,0,0,0,produto,baixo
0.85,0.69,3,255,5,0,0,0,suporte,baixo
0.2,0.63,4,263,3,0,1,0,vendas,medio
0.62,0.59,4,198,3,1,0,0,suporte,medio
0.79,0.82,4,191,3,0,0,0,vendas,baixo
0.38,0.58,5,283,3,0,1,0,tecnico,alto
0.76,0.51,4,209,4,0,0,0,marketing,medio
0.85,0.64,6,136,3,0,0,0,suporte,medio
0.92,0.54,5,207,3,0,0,0,vendas,baixo
0.37,0.53,3,241,4,1,1,0,produto,baixo
0.79,0.58,4,226,6,0,0,0,vendas,medio
0.21,0.67,3,217,3,0,1,0,produto,baixo
0.53,0.6,3,242,4,0,0,0,suporte,medio
0.79,0.62,3,142,2,0,0,0,tecnico,medio
0.72,0.52,6,193,3,0,0,0,RH,medio
0.2,0.7,2,252,4,0,1,0,produto,medio
0.77,0.6,5,206,5,1,0,0,vendas,baixo
0.12,0.44,4,306,3,0,1,0,tecnico,baixo
0.78,0.72,4,217,6,1,0,0,financeiro,medio
0.69,0.75,4,174,6,0,0,0,vendas,medio
0.81,0.65,4,121,4,0,0,0,suporte,baixo
0.3,0.57,4,192,4,0,1,0,produto,baixo
0.88,0.68,3,139,2,0,0,0,TI,baixo
0.73,0.53,4,134,2,1,0,0,marketing,medio
0.68,0.67,4,224,2,0,0,0,produto,baixo
0.18,0.55,2,276,3,0,1,0,produto,baixo
0.91,0.57,3,203,3,0,0,0,RH,medio
0.11,0.55,3,251,3,0,1,0,TI,baixo
0.87,0.8,3,192,5,0,0,0,tecnico,medio
0.87,0.67,4,173,3,0,0,0,suporte,baixo
0.91,0.72,6,214,4,1,0,0,produto,alto
0.27,0.61,4,273,4,0,1,0,financeiro,baixo
0.39,0.78,6,292,7,0,1,0,vendas,baixo
0.74,0.71,2,179,5,0,0,0,tecnico,alto
0.67,0.67,5,167,5,0,0,0,administrativo,baixo
0.83,0.62,4,241,8,0,0,0,suporte,medio
0.53,0.59,4,252,3,0,0,0,vendas,baixo
0.83,0.55,3,163,6,0,0,0,TI,baixo
0.63,0.59,4,308,3,0,0,0,gerenciamento,medio
0.85,0.75,3,172,4,1,0,0,RH,medio
0.88,0.51,2,250,3,0,0,0,produto,baixo
0.86,0.6,2,168,5,0,0,0,vendas,medio
0.76,0.62,4,173,4,0,0,0,financeiro,medio
0.8,0.73,4,202,5,0,0,0,suporte,baixo
0.79,0.68,4,213,4,1,0,0,financeiro,medio
0.2,0.81,6,210,2,0,1,0,tecnico,baixo
0.79,0.59,2,211,3,0,0,0,vendas,baixo
0.69,0.59,4,214,2,1,0,0,suporte,baixo
0.8,0.59,5,180,7,0,0,0,vendas,medio
0.62,0.65,5,173,5,0,0,0,produto,baixo
0.71,0.81,5,241,4,0,0,0,gerenciamento,medio
0.75,0.8,6,185,3,0,0,0,produto,baixo
0.25,0.48,4,310,4,0,1,0,financeiro,baixo
0.77,0.49,4,204,4,0,0,0,tecnico,medio
0.92,0.75,4,194,3,1,0,0,marketing,medio
